PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200600587610	16804522			Increased risk of second malignancies after in situ breast carcinoma in a population-based registry		Soerjomataram, I. (i.soerjomataram@erasmusmc.nl) ; Louwman, W. J.; van der Sangen, M. J. C.; Roumen, R. M. H.; Coebergh, J. W. W.									British Journal of Cancer		2006	AUG 7 2006	95	3	393-397	393	397							Among 1276 primary breast carcinoma in situ ( BCIS) patients diagnosed in 1972-2002 in the Southern Netherlands, 11% developed a second cancer. Breast carcinoma in situ patients exhibited a two-fold increased risk of second cancer (standardised incidence ratios (SIR): 2.1, 95% confidence interval (CI): 1.7-2.5). The risk was highest for a second breast cancer (SIR: 3.4, 95% CI: 2.6-4.3; AER: 66 patients per 10 000 per year) followed by skin cancer (SIR: 1.7, 95% CI: 1.1-2.6; AER: 17 patients per 10 000 per year). The increased risk of second breast cancer was similar for the ipsilateral (SIR: 1.9, 95% CI: 1.3-2.7) and contralateral (SIR: 2.0, 95% CI: 1.4-2.8) breast. Risk of second cancer was independent of age at diagnosis, type of initial therapy, histologic type of BCIS and period of diagnosis. Standardised incidence ratios of second cancer after BCIS (SIR: 2.3, 95% CI: 1.8-2.8) resembled that after invasive breast cancer (SIR: 2.2, 95% CI: 2.1-2.4). Surveillance should be directed towards second (ipsi- and contra-lateral) breast cancer.				van der Sangen, Maurice/0000-0003-1866-7367										0007-0920	1532-1827	10.1038/sj.bjc.6603231																		
J	BCI:BCI200600649505				Risk of in situ breast cancer and mammographic density: The Multiethnic Cohort.		Gill, J.; Maskarinec, G.; Pagano, I.; Kolonel, L. N.									American Journal of Epidemiology		2006	JUN 1 2006	163	11, Suppl. S	S97	S97																						0002-9262		10.1093/aje/163.suppl_11.S97-c																		
J	BCI:BCI200600649509				Weight gain and risk of carcinoma in situ of the breast.		Trentham-Dietz, A.; Newcomb, P.; Titus-Ernstoff, L.; Egan, K.									American Journal of Epidemiology		2006	JUN 1 2006	163	11, Suppl. S	S98	S98																						0002-9262		10.1093/aje/163.suppl_11.S98-c																		
J	BCI:BCI200600391152				Effects of letrozole and anastrozole on ductal carcinoma in situ (DCIS): results from a randomised trial		Young, O.; Faratian, D.; White, S.; Murray, J.; Renshaw, L.; Macaskill, J.; Evans, D.; Cameron, D.; Miller, W.; Dixon, M.									EJC Supplements		2006	MAR 2006	4	2	81-82	81	82																					1359-6349		10.1016/S1359-6349(06)80154-0																		
J	BCI:BCI200600391155				Sentinel node biopsy in patients with DCIS - when is it justified?		Piechocki, J.; Mentrak, Z.; Towpik, E.; Olszewski, W. P.; Nagadowska, M.; Wesolowska, E.; Jedrzejczak, T.; Kozlowicz-Gudzinska, I.									EJC Supplements		2006	MAR 2006	4	2	82	82																						1359-6349		10.1016/S1359-6349(06)80157-6																		
J	BCI:BCI200600391154				Trends in incidence and variation in treatment of ductal carcinoma in situ (DCIS) in the Southeast Netherlands (1984-2003)		van de Poll-Franse, L.; Ernst, M.; Roukema, J.; Louwman, W.; Coebergh, J. W.; Voogd, A.									EJC Supplements		2006	MAR 2006	4	2	82	82																						1359-6349		10.1016/S1359-6349(06)80156-4																		
J	BCI:BCI200700260947				Predictive modelling in DCIS in 380 patients using artificial intelligence technology.		Dua, S.; Pandya, S.; Lawrence, J. K.; Zaidi, Z. H.; Payne, S.; Gray, E. A.; Rothme, N. D.									Breast Cancer Research and Treatment		2006		100	Suppl. 1	S76	S76																						0167-6806																				
J	BCI:BCI200700260948				Is HER2/neu a predictor for invasive recurrence in DCIS.		Nofech-Mozes, S.; Spayne, J.; Kahn, H. J.; Rakovitch, E.; Arun, S.; Pignol, J-P; Lickley, L.; Paszat, L.; Hanna, W.									Breast Cancer Research and Treatment		2006		100	Suppl. 1	S77	S77																						0167-6806																				
J	BCI:BCI200600371021				A newly proposed semi-automated method of grading ductal carcinoma in situ of the breast		Tawfik, O.; Davis, M. K.; Clark, J.; Fan, F.; Damjanov, I.; Namiq, A.; Thomas, P.; Kimler, B. F.									Laboratory Investigation		2006	JAN 2006	86	Suppl. 1	43A	43A																						0023-6837																				
J	BCI:BCI200510241668	16144692			Hypoxia-induced dedifferentiation of tumor cells - A mechanism behind heterogeneity and aggressiveness of solid tumors		Axelson, Hakan; Fredlund, Erik; Ovenberger, Marie; Landberg, Goran; Pahlman, Sven (sven.pahlman@molmed.mas.lu.se)									Seminars in Cell & Developmental Biology		2005	AUG-OCT 2005	16	4-5	554-563	554	563							Histopathological examination of solid tumors frequently reveals pronounced tumor cell heterogeneity with regards to cell organization, cell morphology, cell size, nuclei morphology, etc. Analyses of gene expression patterns by immunohistochemistry or in situ hybridization techniques further strengthen the actual presence of phenotypic heterogeneity, often demonstrating substantial diversity within a given tumor. The molecular mechanisms underlying the phenotypic heterogeneity are very complex with genetic, epigenetic and environmental components. Hypoxia, shortage in oxygen, greatly influences cellular phenotypes by altering the expression of specific genes, and is an important contributor to intra- and inter-tumor cell diversity as revealed by the pronounced but non-uniform expression of hypoxia driven genes in solid tumors (reviewed in [Semenza GL. Targeting HIF-1 for cancer therapy. Nat Rev Cancer 2003;3:721-32; Harris AL. Hypoxia - a key regulatory factor in tumour growth. Nat Rev Cancer 2002;2:38-47.]). The oxygen pressure in solid tumors is generally lower than in the surrounding non-malignant tissues, and tumors exhibiting extensive hypoxia have been shown to be more aggressive than corresponding tumors that are better oxygenized [Vaupel P. Oxygen transport in tumors: characteristics and clinical implications. Adv Exp Med Biol 1996;388:341-51; Vaupel P, Thews 0, Hoeckel M. Treatment resistance of solid tumors: role of hypoxia and anemia. Med Oncol 2001; 18:243-59.]. We recently observed that hypoxic neuroblastoma cells and breast cancer cells loose their differentiated gene expression patterns and develop stem cell-like phenotypes [Jogi A, Ora I, Nilsson H, Lindeheim A, Makino Y, Poellinger L, et a]. Hypoxia alters gene expression in human neuroblastoma cells toward an immature and neural crest-like phenotype. Proc Natl Acad Sci USA 2002;99:7021-6; Helczynska K, Kronblad A, Jogi A, Nilsson E, Beckman S, Landberg G, et al. Hypoxia promotes a dedifferentiated phenotype in ductal breast carcinoma in situ. Cancer Res 2003;63:1441-4.]. As low stage of differentiation in neuroblastoma and in breast cancer is linked to poor prognosis, hypoxia-induced dedifferentiation will not only contribute to tumor heterogeneity but could also be one mechanism behind increased aggressiveness of hypoxic tumors. The effect(s) of hypoxia on tumor cell differentiation status is the focus of this review. (c) 2005 Elsevier Ltd. All rights reserved.														1084-9521		10.1016/j.semcdb.2005.03.007																		
J	BCI:BCI200510044454				Expression patterns of angiogenic and lymphangiogenic factors in ductal breast carcinoma in situ		Wuelfing, P. (wuelfip@uni-muenster.de) ; Kersting, C.; Buerger, H.; Mattsson, B.; Mesters, R.; Gustmann, C.; Hinrichs, B.; Tio, J.; Boecker, W.; Kiesel, L.									British Journal of Cancer		2005	MAY 9 05	92	9	1720-1728	1720	1728							The objective of this study was to investigate expression of various growth factors associated with angiogenesis and lymphangiogenesis and of their receptors in ductal carcinomas in situ of the breast ( DCIS). We studied protein expression of basic fibroblast growth factor ( bFGF), vascular endothelial growth factor ( VEGF)-A, endothelin ( ET)-1, and VEGF-C, and their receptors bFGF-R1, Flt-1, KDR, ETAR, ETBR, and Flt-4 immunohistochemically in 200 DCIS ( pure DCIS: n = 96; DCIS adjacent to an invasive component: n = 104) using self-constructed tissue microarrays. Basic fibroblast growth factor-R1, VEGF-C, Flt-4, and ETAR were expressed in the tumour cells in the majority of cases, whereas bFGF and Flt-1 expression was rarely observed. VEGF-A, KDR, ET-1, and ETBR were variably expressed. The findings of VEGF-C and its receptor Flt-4 as lymphangiogenic factors being expressed in tumour cells of nearly all DCIS lesions and the observed expression of various angiogenic growth factors in most DCIS suggest that in situ carcinomas are capable of inducing angiogenesis and lymphangiogenesis. Moreover, we found a higher angiogenic activity in pure DCIS as compared to DCIS with concomitant invasive carcinoma. This association of angiogenic factors with pure DCIS was considerably more pronounced in the subgroup of non-high-grade DCIS ( n = 103) as compared with high-grade DCIS ( n = 94). Determination of these angiogenic markers may therefore facilitate discrimination between biologically different subgroups of DCIS and could help to identify a particularly angiogenic subset with a potentially higher probability of recurrence or of progression to invasiveness. For these DCIS, targeting angiogenesis may represent a feasible therapeutic approach for prevention of progression of DCIS to invasion.														0007-0920																				
J	BCI:BCI200700269379				Overexpression of CARM1 in human breast carcinoma stimulated breast cancer cell proliferation.		Zhang, Qinghui; Kao, Chinghai; Zhang, Jie; Vieth, Edyta; Gao, Huangling; Cai, Aijun; Kim, Byung-Oh; Cheng, Liang; Juliar, Beth E.; Li, Lang; Goulet, Robert J.; Miller, Kathy D.; Sledge, George W.; Stallcup, Michael R.; Jeng, Meei-Huey									Proceedings of the American Association for Cancer Research Annual Meeting		2005	APR 2005	46		298	298																						0197-016X																				
J	BCI:BCI200500178564	15540225			Postmenopausal levels of sex hormones and risk of breast carcinoma in situ: Results of a prospective study		Zeleniuch-Jacquotte, Anne (anne.jacquotte@med.nyu.edu) ; Gu, Yian; Shore, Roy E.; Koenig, Karen L.; Arslan, Alan A.; Kato, Ikuko; Rinaldi, Sabina; Kaaks, Rudolf; Toniolo, Paolo									International Journal of Cancer		2005	March 20, 2005	114	2	323-327	323	327							We report on a prospective study to assess the association of postmenopausal serum levels of sex hormones with subsequent risk of breast carcinoma in situ. We conducted a case-control study nested within the cohort of the New York University Women's Health Study, a large prospective study documenting a positive association of circulating levels of estrogens and androgens with invasive breast cancer. The study included 69 cases of incident in situ carcinoma and 134 individually matched controls. No statistically significant trend of increasing risk with increasing level of any of the hormones was observed. Odds ratios (95% CIs) for the highest tertile relative to the lowest were 1.10 (0.51-2.39) for estradiol, 0.95 (0.41-2.19) for estrone, 1.63 (0.69-3.88) for testosterone, 0.99 (0.44-2.24) for androstenedione, 0.99 (0.45-2.20) for dehydroepiandrosterone sulfate and 0.81 (0.38-1.74) for sex hormone-binding globulin. Adjusting for potential confounders did not materially affect the results, nor did limiting the analysis to the 59 cases of ductal carcinoma in situ, the lesion thought to be the direct precursor of most invasive breast cancers. Our results are at variance with the positive associations observed in this same cohort with risk of invasive breast cancer. Possible explanations for our results include lack of power, an effect of sex hormones limited to the progression from in situ to invasive tumors, over-representation of indolent tumors or an effect of sex hormones on the induction of only a subset of in situ tumors, those that would develop into invasive tumors. Copyright 2004 Wiley-Liss, Inc.				Shore, Roy/0000-0002-6842-2248; Zeleniuch-Jacquotte, Anne/0000-0001-9350-1303										0020-7136		10.1002/ijc.20694																		
J	BCI:BCI200500157303	15728167			Prevalence of BRCA1 and BRCA2 mutations in women diagnosed with ductal carcinoma in situ		Claus, Elizabeth B. (elizabeth.claus@yale.edu) ; Petruzella, Stacey; Matloff, Ellen; Carter, Darryl									JAMA (Journal of the American Medical Association)		2005	February 23, 2005	293	8	964-969	964	969							Context The distribution of BRCA1 and BRCA2 mutations in women diagnosed with noninvasive breast carcinoma is unknown. Objective To estimate the BRCA1 and BRCA2 mutation prevalence in women with ductal carcinoma in situ (DCIS), unselected for age, family history, or ethnicity. Design, Setting, and Participants The data were 369 DCIS cases diagnosed among female residents aged 20 to 79 years from the state of Connecticut between September 15,1994, and March 14, 1998. These women were participants in a large population-based case-control study of breast carcinoma in situ. Telephone interviews were used to collect risk factor information and blood or buccal specimens were collected for BRCA1 and BRCA2 mutation testing. Main Outcome Measures Prevalence of disease-associated mutations of BRCA1 and BRCA2 in women diagnosed with DCIS. Results Three (0.8%) and 9 (2.4%) of 369 DCIS cases had disease-associated mutations in BRCA1 or BRCA2, respectively. One woman had a mutation in both genes (BRCA1 W321X and BRCA2 3398del5). Carriers were significantly more likely than noncarriers to report a first-degree (mother, sister, or daughter) family history of breast cancer (odds ratio (OR), 3.7; 95% confidence interval (CI), 1.1 -12.4), as well as a personal history of ovarian cancer. In addition, carriers were more likely than noncarriers to be diagnosed at an early age (50 years) (OR, 3.4; 95% Cl, 1.0-11.7), as well as to report at least 1 first-degree relative diagnosed with breast cancer before 50 years (OR, 10.6; 95% Cl, 3.0-37.0). Conclusions Ductal carcinoma in situ is a part of the breast/ovarian cancer syndromes defined by BRCA1 and BRCA2, with mutation rates similar to those found for invasive breast cancer. These findings suggest that patients with breast cancer with an appropriate personal or family history of breast and/or ovarian cancer should be screened and followed according to high-risk protocols, regardless of whether they are diagnosed with in situ or invasive breast cancer.														0098-7484		10.1001/jama.293.8.964																		
